course_id,course_code,course_name,account_id,created_at
3521,17.432,17.432 Causes of War: Theory & Method,110,2020-05-28T02:22:02Z
3522,16.002,16.002 Unified Engin: Signals & Syst,98,2020-05-28T02:22:03Z
3523,12.214,12.214 Essentials Applied Geophysics,127,2020-05-28T02:22:03Z
3524,17.447,17.447-17.448/DS350 Cybersecurity,110,2020-05-28T02:22:03Z
3525,16.07,16.07 Dynamics,98,2020-05-28T02:22:03Z
3526,12.NIV,12.NIV Visiting Student Research,127,2020-05-28T02:22:03Z
3527,12.301,12.301/12.842 Climate Science,127,2020-05-28T02:22:03Z
3528,17.468,17.468 Foundations: Security Studies,110,2020-05-28T02:22:03Z
3529,12.S592,"12.S592 Spec Sem: Earth, Atmos, Planet",127,2020-05-28T02:22:03Z
3530,16.100,16.100 Aerodynamics,98,2020-05-28T02:22:03Z
3531,12.318,12.318 Atmos Data & Large-scale Dynam,127,2020-05-28T02:22:03Z
3532,17.472,17.472 Gray Space Between War Peace,110,2020-05-28T02:22:03Z
3533,16.110,16.110 Flight Vehicle Aerodynamics,98,2020-05-28T02:22:03Z
3534,12.335,12.335 Exp Atmospheric Chemistry,127,2020-05-28T02:22:04Z
3535,17.480,17.480 Modern Military Ops,110,2020-05-28T02:22:04Z
3536,16.121,16.121 Analytical Trans Subsonic Aero,98,2020-05-28T02:22:04Z
3537,12.S992,12.S992 Special Subj: Climate Science,127,2020-05-28T02:22:04Z
3538,12.372,12.372 Elements Modern Oceanography,127,2020-05-28T02:22:04Z
3539,17.486,17.486 Japan & East Asian Security,110,2020-05-28T02:22:04Z
3540,16.30,16.30 Feedback Control Systems,98,2020-05-28T02:22:04Z
3541,12.THG,12.THG Graduate Thesis,127,2020-05-28T02:22:04Z
3542,12.385,12.385 Environmentl Science & Society,127,2020-05-28T02:22:04Z
3543,17.50,17.50 Intro to Comparative Politics,110,2020-05-28T02:22:04Z
3544,16.301,"16.301 Topics: Ctrl, Dynmcs & Automtn",98,2020-05-28T02:22:04Z
3545,12.THU,12.THU Thesis,127,2020-05-28T02:22:04Z
3546,12.387,12.387 Environ Governance and Science,127,2020-05-28T02:22:05Z
3547,16.400,16.400 Human Sys Engineering,98,2020-05-28T02:22:05Z
3548,17.561,17.561 European Politics,110,2020-05-28T02:22:05Z
3549,16.410,16.410 Princ of Autonomy & Dec Making,98,2020-05-28T02:22:05Z
3550,12.390,12.390 Fluid Dyncs of Atmos & Ocean,127,2020-05-28T02:22:05Z
3551,12.TIP,12.TIP Thesis Preparation,127,2020-05-28T02:22:05Z
3552,17.571,17.571 Engineering Africa,110,2020-05-28T02:22:05Z
3553,16.440,"16.440 Seminar: Air, Sea, and Space",98,2020-05-28T02:22:05Z
3554,12.410,12.410 Observational Techniques of Optical Astronomy,127,2020-05-28T02:22:05Z
3555,12.UR,12.UR Undergraduate Research,127,2020-05-28T02:22:05Z
3556,17.800,17.800 Quantitative Resrch Methods I,110,2020-05-28T02:22:05Z
3557,16.485,16.485 Visual Navigation for Auto Veh,98,2020-05-28T02:22:05Z
3558,12.URG,12.URG Undergraduate Research,127,2020-05-28T02:22:06Z
3559,12.420,12.420 Physics & Chem of Solar System,127,2020-05-28T02:22:06Z
3560,17.801,17.801 Political Science Scope Method,110,2020-05-28T02:22:06Z
3561,16.511,16.511 Aircraft Engines &Gas Turbines,98,2020-05-28T02:22:06Z
3562,12.URW,12.URW Undergrad Research Wellesley,127,2020-05-28T02:22:06Z
3563,12.421,12.421 Principles of Remote Sensing,127,2020-05-28T02:22:06Z
3564,17.804,17.804 Quantitative Rsrch Methods III,110,2020-05-28T02:22:06Z
3565,16.55,16.55 Ionized Gases,98,2020-05-28T02:22:06Z
3566,12.425,8.290/12.425/12.625  Extrasolar Planets,127,2020-05-28T02:22:06Z
3567,17.830,17.830 Empir Methods: Political Econ,110,2020-05-28T02:22:06Z
3568,14.001,14.001 Data Econ & Dev Pol Internship,109,2020-05-28T02:22:06Z
3569,16.621,16.621 Experimental Projects I,98,2020-05-28T02:22:06Z
3570,12.446,12.446 Teaching Experience in EAPS,127,2020-05-28T02:22:06Z
3571,14.009,14.009 Economics & Society's Problems,109,2020-05-28T02:22:07Z
3572,16.63,16.63 System Safety,98,2020-05-28T02:22:07Z
3573,12.471,12.471 Essentials of Geobiology,127,2020-05-28T02:22:07Z
3574,17.835,17.835 Machine Learning in Politics,110,2020-05-28T02:22:07Z
3575,14.01,14.01 Principles of Microeconomics,109,2020-05-28T02:22:07Z
3576,16.632,16.632 Intro to Autonomous Machines,98,2020-05-28T02:22:07Z
3577,12.473,12.473 Paleomag and Planet Magnetism,127,2020-05-28T02:22:07Z
3578,17.850,17.850 Political Science Scope Method,110,2020-05-28T02:22:07Z
3579,16.633,16.633 NEET Jr Sem: Autonomous Mach,98,2020-05-28T02:22:07Z
3580,12.515,12.515 Data and Models,127,2020-05-28T02:22:07Z
3581,17.902,17.902 Pol Sci Internship & Research,110,2020-05-28T02:22:07Z
3582,14.02,14.02 Principles of Macroeconomics,109,2020-05-28T02:22:08Z
3583,16.66,16.66 MATLAB for AeroAstro,98,2020-05-28T02:22:08Z
3584,12.521,12.521 Computatnl Geophyscal Modeling,127,2020-05-28T02:22:08Z
3585,17.905,17.905 Reading Seminar in Soc Science,110,2020-05-28T02:22:08Z
3586,14.03,14.03 Microecon Theory & Public Pol,109,2020-05-28T02:22:08Z
3587,16.680,16.680 Project in Aero & Astronautics,98,2020-05-28T02:22:08Z
3588,12.602,12.602 Asteroids & Small Bodies,127,2020-05-28T02:22:08Z
3589,17.906,17.906 Reading Seminar in Soc Science,110,2020-05-28T02:22:08Z
3590,16.681,16.681 Topics in Aero & Astronautics,98,2020-05-28T02:22:08Z
3591,14.04,14.04 Intermediate Microecon Theory,109,2020-05-28T02:22:08Z
3592,12.620,12.620 Computatnl Classical Mechanics,127,2020-05-28T02:22:08Z
3593,17.910,17.910 Reading Seminar in Soc Science,110,2020-05-28T02:22:08Z
3594,16.691,16.691 Practicum Experience,98,2020-05-28T02:22:08Z
3595,14.08,14.08 Technical Topics in Economics,109,2020-05-28T02:22:09Z
3596,12.703,12.703 Presenting Scientific Research,127,2020-05-28T02:22:09Z
3597,16.71,16.71 Airline Industry,98,2020-05-28T02:22:09Z
3598,17.959,17.959 Preparation for General Exams,110,2020-05-28T02:22:09Z
3599,14.09,14.09 Reading Seminar in Economics,109,2020-05-28T02:22:09Z
3600,12.708,12.708 Topics Paleoceanogrphy,127,2020-05-28T02:22:09Z
3601,16.715,"16.715 Aerospace, Energy, & Environmt",98,2020-05-28T02:22:09Z
3602,17.960,17.960 Reading Seminar in Soc Science,110,2020-05-28T02:22:09Z
3603,12.710,12.710 Marine Geology & Geophysics I,127,2020-05-28T02:22:09Z
3604,17.NIV,17.NIV Visiting Student Research,110,2020-05-28T02:22:09Z
3605,14.10,14.10 Reading Seminar in Economics,109,2020-05-28T02:22:09Z
3606,17.S918,17.S918 Spec Subj in Political Science,110,2020-05-28T02:22:10Z
3607,14.12,14.12 Econ Apps of Game Theory,109,2020-05-28T02:22:10Z
3608,17.S950,17.S950 Spec Subj in Political Science,110,2020-05-28T02:22:10Z
3609,14.121,14.121 Microeconomic Theory I,109,2020-05-28T02:22:10Z
3610,17.S951,17.S951 Spec Subj in Political Science,110,2020-05-28T02:22:10Z
3611,14.122,14.122 Microeconomic Theory II,109,2020-05-28T02:22:11Z
3612,14.13,14.13 Psychology & Economics,109,2020-05-28T02:22:11Z
3613,14.130,14.130 Reading Economic Theory,109,2020-05-28T02:22:11Z
3614,14.160,14.160 Behavioral Economics,109,2020-05-28T02:22:12Z
3615,14.18,14.18 Mathematical Econ Modeling,109,2020-05-28T02:22:12Z
3616,17.THG,17.THG Graduate Thesis,110,2020-05-28T02:22:12Z
3617,17.THT,17.THT Thesis Research Design Seminar,110,2020-05-28T02:22:12Z
3618,14.19,14.19 Market Design,109,2020-05-28T02:22:12Z
3619,17.THU,17.THU Undergraduate Thesis,110,2020-05-28T02:22:13Z
3620,14.191,14.191 Independent Research Paper,109,2020-05-28T02:22:13Z
3621,17.UR,17.UR Undergraduate Research,110,2020-05-28T02:22:13Z
3622,18.900,18.900 Geometry Topology in Plane,128,2020-05-28T02:22:13Z
3623,17.URG,17.URG Undergraduate Research,110,2020-05-28T02:22:13Z
3624,14.192,14.192 Adv Research & Communication,109,2020-05-28T02:22:13Z
3625,2.689,2.689 Projects in Ocean Engr,94,2020-05-28T02:22:13Z
3626,18.901,18.901 Introduction to Topology,128,2020-05-28T02:22:13Z
3627,17.URW,17.URW Undergrad Research Wellesley,110,2020-05-28T02:22:14Z
3628,14.193,14.193 Adv. Seminar in Economics,109,2020-05-28T02:22:14Z
3629,18.905,18.905 Algebraic Topology I,128,2020-05-28T02:22:14Z
3630,2.700,2.700 Princ of Naval Architecture,94,2020-05-28T02:22:14Z
3631,18.01,18.01 Calculus,128,2020-05-28T02:22:14Z
3632,14.195,14.195 Reading Seminar: Economics,109,2020-05-28T02:22:14Z
3633,18.919,18.919 Graduate Topology Seminar,128,2020-05-28T02:22:14Z
3634,2.703,2.703 Principles: Naval Ship Design,94,2020-05-28T02:22:14Z
3635,18.01A,18.01A Calculus,128,2020-05-28T02:22:14Z
3636,18.965,18.965 Geometry of Manifolds I,128,2020-05-28T02:22:14Z
3637,2.705,2.705 New Naval Ship Design,94,2020-05-28T02:22:14Z
3638,18.02,18.02 Calculus,128,2020-05-28T02:22:14Z
3639,18.994,18.994 Seminar in Geometry,128,2020-05-28T02:22:15Z
3640,2.71,2.71 Optics,94,2020-05-28T02:22:15Z
3641,18.022,18.022 Calculus,128,2020-05-28T02:22:15Z
3642,18.999,18.999 Research in Mathematics,128,2020-05-28T02:22:15Z
3643,2.737,2.737 Mechatronics,94,2020-05-28T02:22:15Z
3644,18.A01,18.A01 Numerical Computing,128,2020-05-28T02:22:15Z
3645,18.02A,18.02A Calculus,128,2020-05-28T02:22:15Z
3646,2.74,2.74 Bio-inspired Robotics,94,2020-05-28T02:22:15Z
3647,18.A02,18.A02 The Algebra of Surfaces,128,2020-05-28T02:22:16Z
3648,18.03,18.03 Differential Equations,128,2020-05-28T02:22:16Z
3649,2.750,2.750 Medical Device Design,94,2020-05-28T02:22:16Z
3650,18.A03,18.A03 Knot Theory,128,2020-05-28T02:22:16Z
3651,18.06,18.06 Linear Algebra,128,2020-05-28T02:22:16Z
3652,2.760,2.760 Global Engineering,94,2020-05-28T02:22:16Z
3653,18.085,18.085 Computational Science & Engr I,128,2020-05-28T02:22:16Z
3654,18.A04,18.A04 Overview of Quantum Computing,128,2020-05-28T02:22:16Z
3655,2.777,2.777 Large & Complex Systems Design,94,2020-05-28T02:22:16Z
3656,18.098,18.098 Internship in Mathematics,128,2020-05-28T02:22:17Z
3657,18.A05,18.A05 History of Calculus,128,2020-05-28T02:22:17Z
3658,2.788,2.788 Design of Living Systems,94,2020-05-28T02:22:17Z
3659,18.099,18.099 Independent Study,128,2020-05-28T02:22:17Z
3660,18.A07,18.A07 The Geometry of Surfaces,128,2020-05-28T02:22:17Z
3661,2.79,2.79 Biomaterials: Tissue Interact,94,2020-05-28T02:22:17Z
3662,18.100A,18.100A Real Analysis,128,2020-05-28T02:22:17Z
3663,18.A08,18.A08 A Brief Sweep of the 7 Millenn,128,2020-05-28T02:22:17Z
3664,2.810,2.810 Mfg Processes and Systems,94,2020-05-28T02:22:17Z
3665,18.100B,18.100B Real Analysis,128,2020-05-28T02:22:17Z
3666,20.309,20.309 Instrumentation & Measurement for Biological Systems,99,2020-05-28T02:22:17Z
3667,18.A10,18.A10 But How Do I Prove It?,128,2020-05-28T02:22:17Z
3668,2.830,2.830 Control of Manufacturing Proc,94,2020-05-28T02:22:18Z
3669,18.CME,18.CME Study at Cambridge University,128,2020-05-28T02:22:18Z
3670,18.100Q,18.100Q Real Analysis,128,2020-05-28T02:22:18Z
3671,20.320,"20.320 Molecular, Cellular, and Tissue Biomechanics",99,2020-05-28T02:22:18Z
3672,2.853,2.853 Intro to Manufacturing Systems,94,2020-05-28T02:22:18Z
3673,18.NIV,18.NIV Visiting Student Research,128,2020-05-28T02:22:18Z
3674,18.101,18.101 Analysis and Manifolds,128,2020-05-28T02:22:18Z
3675,20.334,20.334 Biological Systems Modeling,99,2020-05-28T02:22:18Z
3676,2.96,2.96 Management in Engineering,94,2020-05-28T02:22:18Z
3677,18.S096,18.S096 Special Subject in Mathematics,128,2020-05-28T02:22:18Z
3678,18.103,18.103 Fourier Anal: Theory & Applic,128,2020-05-28T02:22:18Z
3679,20.352, 20.352 / 9.422 / MAS.881 Principles of Neuroengineering,99,2020-05-28T02:22:19Z
3680,2.961,2.961 Management in Engineering,94,2020-05-28T02:22:19Z
3681,18.S995,18.S995 Special Subject: Mathematics,128,2020-05-28T02:22:19Z
3682,18.112,18.112 Functions of Complex Variable,128,2020-05-28T02:22:19Z
3683,20.363,20.363 Biomaterials Science and Engineering,99,2020-05-28T02:22:19Z
3684,2.979,2.979 Undergraduate Teaching,94,2020-05-28T02:22:19Z
3685,18.S996,18.S996 Special Subject: Mathematics,128,2020-05-28T02:22:19Z
3686,18.155,18.155 Differential Analysis I,128,2020-05-28T02:22:19Z
3687,20.373,20.373 Foundations of Cell Therapy Manufacturing,99,2020-05-28T02:22:19Z
3688,2.98/2.980,2.98/2.980 Sports Tech: Eng & Innovation,94,2020-05-28T02:22:19Z
3689,18.THG,18.THG Graduate Thesis,128,2020-05-28T02:22:19Z
3690,18.158,18.158 Analysis on Loop Spaces,128,2020-05-28T02:22:19Z
3691,20.380,20.380 Biological Engineering Design,99,2020-05-28T02:22:19Z
3692,2.982,2.982 Ecology and Sustainability,94,2020-05-28T02:22:20Z
3693,18.THU,18.THU Thesis,128,2020-05-28T02:22:20Z
3694,18.200A,18.200A Principles Discrete Appl Math,128,2020-05-28T02:22:20Z
3695,20.420,20.420 Principles of Molecular Bioengineering,99,2020-05-28T02:22:20Z
3696,2.99,2.99 Topics in Mechanical Engr,94,2020-05-28T02:22:20Z
3697,18.UR,18.UR Undergraduate Research,128,2020-05-28T02:22:20Z
3698,18.204,18.204 Ugrad Seminar in Discrete Math,128,2020-05-28T02:22:20Z
3699,20.430,"20.430 Fields, Forces, Flows in Biological Systems",99,2020-05-28T02:22:20Z
3700,18.URN,18.URN Undergraduate Research,128,2020-05-28T02:22:20Z
3701,2.990,2.990 Practical Experience,94,2020-05-28T02:22:20Z
3702,18.211,18.211 Combinatorial Analysis,128,2020-05-28T02:22:20Z
3703,20.902,20.902 Independent Study in Biological Engineering,99,2020-05-28T02:22:20Z
3704,2.00,2.00 Introduction to Design,94,2020-05-28T02:22:20Z
3705,2.991,2.991 Intro: Graduate Study in MechE,94,2020-05-28T02:22:21Z
3706,20.903,20.903 Independent Study in Biological Engineering,99,2020-05-28T02:22:21Z
3707,18.217,18.217 Combinatorial Theory,128,2020-05-28T02:22:21Z
3708,2.001,2.001 Mechanics and Materials I,94,2020-05-28T02:22:21Z
3709,2.993,2.993 Independent Study,94,2020-05-28T02:22:21Z
3710,20.920,20.920 Practical Work Experience,99,2020-05-28T02:22:21Z
3711,18.226,18.226 Prob Methods in Combinatorics,128,2020-05-28T02:22:21Z
3712,2.003,2.003 Dynamics and Control I,94,2020-05-28T02:22:21Z
3713,2.994,2.994 Independent Study,94,2020-05-28T02:22:21Z
3714,20.930,20.930 Research Experience in Biopharma,99,2020-05-28T02:22:21Z
3715,18.305,18.305 Adv Analytic Methods:Sci & Eng,128,2020-05-28T02:22:21Z
3716,2.004,2.004 Dynamics and Control II,94,2020-05-28T02:22:21Z
3717,2.995,2.995 Advanced Topics in Mech Engr,94,2020-05-28T02:22:21Z
3718,20.950,20.950 Research Problems in Biological Engineering,99,2020-05-28T02:22:22Z
3719,18.336,18.336 Fast Methods:Part Diff Eq,128,2020-05-28T02:22:22Z
3720,2.005,2.005 Thermal-Fluids Engineering I,94,2020-05-28T02:22:22Z
3721,2.996,2.996 Advanced Topics in Mech Engr,94,2020-05-28T02:22:22Z
3722,20.951,20.951 Thesis Proposal,99,2020-05-28T02:22:22Z
3723,18.337,"18.337 Parallel Comp, Machine Learn",128,2020-05-28T02:22:22Z
3724,2.006,2.006 Thermal-Fluids Engineering II,94,2020-05-28T02:22:22Z
3725,2.997,2.997 Advanced Topics in Mech Engr,94,2020-05-28T02:22:22Z
3726,20.960,20.960 Teaching Experience in Biological Engineering,99,2020-05-28T02:22:22Z
3727,18.338,18.338 Eigenvalues of Random Matrices,128,2020-05-28T02:22:22Z
3728,2.008,2.008 Design and Manufacturing II,94,2020-05-28T02:22:22Z
3729,2.998,2.998 Advanced Topics in Mech Engr,94,2020-05-28T02:22:22Z
3730,18.357,18.357 Interfacial Phenomena,128,2020-05-28T02:22:23Z
3731,20.A01,"20.A01 Ldrship, Collab& Work-life Bal",99,2020-05-28T02:22:23Z
3732,2.009,2.009 Product Engineering Process,94,2020-05-28T02:22:23Z
3733,20.A03,"20.A03 Exploring Zoonotic Disease, Mi",99,2020-05-28T02:22:23Z
3734,18.384,18.384 Undergrad Physical Math Sem,128,2020-05-28T02:22:23Z
3735,2.999,2.999 Engr Degree Thesis Proposal,94,2020-05-28T02:22:23Z
3736,2.013,2.013 Engineering Systems Design,94,2020-05-28T02:22:23Z
3737,18.385,18.385 Nonlinear Dynamics & Chaos,128,2020-05-28T02:22:23Z
3738,20.A05,20.A05 Hack Your Mind,99,2020-05-28T02:22:23Z
3739,2.A16,2.A16 Founder's Journey,94,2020-05-28T02:22:23Z
3740,2.016,2.016 Hydrodynamics,94,2020-05-28T02:22:23Z
3741,18.404,18.404 Theory of Computation,128,2020-05-28T02:22:23Z
3742,20.BME,20.BME Undergraduate Research in Biomedical Engineering,99,2020-05-28T02:22:23Z
3743,2.A36,2.A36 Programming the Universe,94,2020-05-28T02:22:23Z
3744,2.032,2.032 Dynamics,94,2020-05-28T02:22:23Z
3745,18.434,18.434 Seminar Theoretical Comp Science,128,2020-05-28T02:22:24Z
3746,2.072,2.072 Mechanics of Continuous Media,94,2020-05-28T02:22:24Z
3747,2.A49,2.A49 Radio Controlled Flying,94,2020-05-28T02:22:24Z
3748,20.NIV,20.NIV Visiting Student Research,99,2020-05-28T02:22:24Z
3749,18.435,18.435 Quantum Computation,128,2020-05-28T02:22:24Z
3750,2.074,2.074 Solid Mechanics: Elasticity,94,2020-05-28T02:22:24Z
3751,2.A50,2.A50 Quest For Meta-Materials,94,2020-05-28T02:22:24Z
3752,20.S900,20.S900 Spec Subj in Biological Engr,99,2020-05-28T02:22:24Z
3753,18.504,18.504 Seminar in Logic,128,2020-05-28T02:22:24Z
3754,2.075,2.075 Mechanics of Soft Materials,94,2020-05-28T02:22:24Z
3755,2.EPE,2.EPE UPOP Engineer Practice Exp,94,2020-05-28T02:22:24Z
3756,20.S940,20.S940 Spec Subj in Biological Engr,99,2020-05-28T02:22:24Z
3757,2.080,2.080 Structural Mechanics,94,2020-05-28T02:22:25Z
3758,18.600,18.600 Probability & Random Variables,128,2020-05-28T02:22:25Z
3759,2.EPW,2.EPW UPOP Engr Practice Wrkshp,94,2020-05-28T02:22:25Z
3760,20.S947,20.S947 Spec Subj in Biological Engr,99,2020-05-28T02:22:25Z
3761,2.086,2.086 Numerical Computation,94,2020-05-28T02:22:25Z
3762,18.642,18.642 Math Topics for Finance,128,2020-05-28T02:22:25Z
3763,2.NIV,2.NIV Visiting Student Research,94,2020-05-28T02:22:25Z
3764,20.S948,20.S948 Spec Subj in Biological Engr,99,2020-05-28T02:22:25Z
3765,2.151,2.151 Adv System Dynamics & Control,94,2020-05-28T02:22:25Z
3766,18.650,18.650 Fundamentals of Statistics,128,2020-05-28T02:22:25Z
3767,2.S972,2.S972 Spec Subj: Mechanical Engr,94,2020-05-28T02:22:25Z
3768,20.S949,20.S949 Spec Subj in Biological Engr,99,2020-05-28T02:22:25Z
3769,2.154,2.154 Maneuver & Control of Vehicles,94,2020-05-28T02:22:26Z
3770,18.655,18.655 Mathematical Statistics,128,2020-05-28T02:22:26Z
3771,2.S992,2.S992 Spec Subj: Mechanical Engr,94,2020-05-28T02:22:26Z
3772,20.S952,20.S952 Spec Subj in Biological Engr,99,2020-05-28T02:22:26Z
3773,2.160,"2.160 Identification, Estim, & Learn",94,2020-05-28T02:22:26Z
3774,18.675,18.675 Theory of Probability,128,2020-05-28T02:22:26Z
3775,2.S995,2.S995 Spec Subj: Mechanical Engr,94,2020-05-28T02:22:26Z
3776,20.THG,20.THG Graduate Thesis,99,2020-05-28T02:22:26Z
3777,2.165,2.165 Robotics,94,2020-05-28T02:22:26Z
3778,18.700,18.700 Linear Algebra,128,2020-05-28T02:22:26Z
3779,2.THG,2.THG Thesis,94,2020-05-28T02:22:26Z
3780,20.THU,20.THU Undergraduate BE Thesis,99,2020-05-28T02:22:26Z
3781,2.20,2.20 Marine Hydrodynamics,94,2020-05-28T02:22:26Z
3782,18.701,Algebra I,128,2020-05-28T02:22:27Z
3783,20.UR,20.UR Undergraduate Research,99,2020-05-28T02:22:27Z
3784,2.25,2.25 Fluid Mechanics,94,2020-05-28T02:22:27Z
3785,2.THU,2.THU Undergraduate Thesis,94,2020-05-28T02:22:27Z
3786,18.704,18.704 Seminar in Algebra,128,2020-05-28T02:22:27Z
3787,2.42,2.42 General Thermodynamics,94,2020-05-28T02:22:27Z
3788,20.URG,20.URG Undergrad Research Opportunities,99,2020-05-28T02:22:27Z
3789,2.UR,2.UR Undergraduate Research,94,2020-05-28T02:22:27Z
3790,18.705,18.705 Commutative Algebra,128,2020-05-28T02:22:27Z
3791,2.51,2.51 Intermed Heat & Mass Transfer,94,2020-05-28T02:22:27Z
3792,21.00,21.00 SHASS Exploration,111,2020-05-28T02:22:27Z
3793,2.URG,2.URG Undergraduate Research,94,2020-05-28T02:22:27Z
3794,18.706,18.706 Noncommutative Algebra,128,2020-05-28T02:22:28Z
3795,2.570,2.570 Nano-Macro Transport Process,94,2020-05-28T02:22:28Z
3796,21.THT,21.THT Humanities Pre-Thesis Tutorial,111,2020-05-28T02:22:28Z
3797,2.URW,2.URW Undergrad Research Wellesley,94,2020-05-28T02:22:28Z
3798,18.725,18.725 Algebraic Geometry I,128,2020-05-28T02:22:28Z
3799,2.611/2.612,2.611/2.612 Marine Power and Propulsion,94,2020-05-28T02:22:28Z
3800,21.THU,21.THU Undergrad Thesis in Humanities,111,2020-05-28T02:22:28Z
3801,20.001,20.001 Introduction to Professional Success and Leadership in Biological Engineering,99,2020-05-28T02:22:28Z
3802,18.745,18.745 Lie Groups and Lie Algebras I,128,2020-05-28T02:22:28Z
3803,21.UR,21.UR Undergraduate Research,111,2020-05-28T02:22:28Z
3804,2.625,2.625 Electrochem Energy Storage,94,2020-05-28T02:22:28Z
3805,20.051,20.051 Intro to NEET: Living Machines,99,2020-05-28T02:22:28Z
3806,18.748,18.748 Topics in Lie Theory,128,2020-05-28T02:22:29Z
3807,2.670,2.670 Mechanical Engineering Tools,94,2020-05-28T02:22:29Z
3808,21.URG,21.URG Undergraduate Research,111,2020-05-28T02:22:29Z
3809,18.782,18.782 Intro to Arithmetic Geometry,128,2020-05-28T02:22:29Z
3810,20.052,20.052 NEET Jr Sem: Living Machines,99,2020-05-28T02:22:29Z
3811,2.671,2.671 Measurement & Instrumentation,94,2020-05-28T02:22:29Z
3812,21A.00,21A.00 Introduction to Anthropology,112,2020-05-28T02:22:29Z
3813,18.784,18.784 Seminar in Number Theory,128,2020-05-28T02:22:29Z
3814,20.053,20.053 NEET Sr Sem: Living Machines,99,2020-05-28T02:22:29Z
3815,2.675/6,2.675/6 Micro/Nano Engineering Lab,94,2020-05-28T02:22:29Z
3816,21A.104,"21A.104 Memory, Culture, Forgetting",112,2020-05-28T02:22:29Z
3817,18.785,18.785 Number Theory I,128,2020-05-28T02:22:30Z
3818,2.677,2.677 Desgn&Exprmntation: Ocean Engr,94,2020-05-28T02:22:30Z
3819,20.101,20.101 Metakaryotic Biology and Epidemiology,99,2020-05-28T02:22:30Z
3820,18.821,18.821 Project Lab in Mathematics,128,2020-05-28T02:22:30Z
3821,2.678,2.678 Electronics for Mech Systems,94,2020-05-28T02:22:30Z
3822,20.102,20.102 Metakaryotic Stem Cells in Carcinogenesis: Origins and Cures,99,2020-05-28T02:22:30Z
3823,21A.312,21A.312 Planetary Change and Health,112,2020-05-28T02:22:30Z
3824,2.688,2.688 Principles of Oceanographic Instrument Systems,94,2020-05-28T02:22:30Z
3825,20.109,20.109 Lab Fundamentals in Biological Engineering,99,2020-05-28T02:22:30Z
3826,21A.500,21A.500 Technology and Culture,112,2020-05-28T02:22:30Z
3827,20.110,20.110 Thermodynamics of Biomolecular Systems,99,2020-05-28T02:22:31Z
3828,21A.504,21A.504 Cultures of Computing,112,2020-05-28T02:22:31Z
3829,20.200,20.200 Biological Engineering Seminar,99,2020-05-28T02:22:31Z
3830,21A.819,21A.819 Qualitative Research Methods,112,2020-05-28T02:22:31Z
3831,20.201,20.201 Fundamentals of Drug Development,99,2020-05-28T02:22:31Z
3832,21A.901,21A.901 Ind Study in Anthropology,112,2020-05-28T02:22:31Z
3833,20.219,20.219 Selcted Topics: Biological Engineering,99,2020-05-28T02:22:32Z
3834,21A.902,21A.902 Ind Study in Anthropology,112,2020-05-28T02:22:32Z
3835,20.305,20.305 Principles of Synthetic Biology,99,2020-05-28T02:22:32Z
3836,21A.929,21A.929 Graduate Independent Study,112,2020-05-28T02:22:32Z
3837,21A.939,21A.939 Graduate Independent Study,112,2020-05-28T02:22:32Z
3838,21A.949,21A.949 Graduate Independent Study,112,2020-05-28T02:22:33Z
3839,21A.950,21A.950 Teaching Anthropology,112,2020-05-28T02:22:33Z
3840,21A.THT,21A.THT Anthro Pre-Thesis Tutorial,112,2020-05-28T02:22:33Z
3841,21G.103,21G.103 Chinese III (Regular),113,2020-05-28T02:22:33Z
3842,21A.THU,21A.THU Anthropology Thesis,112,2020-05-28T02:22:34Z
3843,21H.007,21H.007 Intro Ancient/Medieval Studies,114,2020-05-28T02:22:34Z
3844,21A.UR,21A.UR Undergraduate Research,112,2020-05-28T02:22:34Z
3845,21G.105,21G.105 Chinese V (Regular),113,2020-05-28T02:22:34Z
3846,21A.URG,21A.URG Undergraduate Research,112,2020-05-28T02:22:34Z
3847,21H.009,21H.009 World History Since 1800,114,2020-05-28T02:22:34Z
3848,21G.046,21G.046 Modern Chinese Fiction & Film,113,2020-05-28T02:22:34Z
3849,21G.107,21G.107 Chinese I (Streamlined),113,2020-05-28T02:22:34Z
3850,21G.058,21G.058 Race and Migration in Europe,113,2020-05-28T02:22:35Z
3851,21H.061,21H.061 American Presidential Election,114,2020-05-28T02:22:35Z
3852,21G.109,21G.109 Chinese III (Streamlined),113,2020-05-28T02:22:35Z
3853,21G.064,21G.064 Intro to Japanese Culture,113,2020-05-28T02:22:35Z
3854,21H.109,21H.109 Gender: Historical Perspective,114,2020-05-28T02:22:35Z
3855,21G.065,21G.065 Japanese Literature and Cinema,113,2020-05-28T02:22:35Z
3856,21G.113,21G.113 Chinese V (Streamlined),113,2020-05-28T02:22:35Z
3857,21G.101,21G.101 Chinese I (Regular),113,2020-05-28T02:22:36Z
3858,21H.130,21H.130 The Ancient World: Greece,114,2020-05-28T02:22:36Z
3859,21G.219/220,21G.219/220 Foundations of Academic and Professional Writing (ELS),113,2020-05-28T02:22:36Z
3860,21H.133,21H.133 The Medieval World,114,2020-05-28T02:22:36Z
3861,21L.703,21L.703 Studies in Drama,115,2020-05-28T02:22:36Z
3862,21G.220,21G.220 Academic & Prof Writing ELS,113,2020-05-28T02:22:36Z
3863,21L.704,21L.704 Studies in Poetry,115,2020-05-28T02:22:37Z
3864,21H.151,21H.151 Pre-Modern China,114,2020-05-28T02:22:37Z
